,Player Name,Nation,Squad,Matches Played,Minutes Played,Gls 90,Ast 90,G+A 90,xG 90,xAG 90,Age,Yellow Cards,Red Cards,Fouls commited,Fouls Drawn,Interceptions,Loose Ball Recovered,Aerial Duels Won %,Crosses,Shots on Target pr 90,Shots Total pr 90,Goals pr shot,Goals pr Shot on target,Average shooting distance,Short Cmp %,Medium Cmp%,Long Cmp%,Passes lead to shot,Completed passes into 1/3 offensive pitch,Completed passes into penalty area,Completed crosses into penalty area,Progressive passes,Tackles,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Tackle succes %,Number of times dribbled,Blocks total (shots+passes),Shots blocked,Passes blocked,Clearances,Shot creating actions 90,Completed liveball passes lead to shot,Completed deadball passes lead to shot,Succesfull dribbles lead to shot,Shot lead to another shot,Fouls Drawn lead to shot,Defensive actions lead to shot,Goal Creating Action 90,liveball passes lead to goal,Deadball passes lead to goal,Dribbles lead to goal,Shots that lead goal scoring shot,Fouls drawn lead to goal,Defensive actions lead to goal,DF,FW,MF,Prediction,market_value,difference,difference %
23,ludovic ajorque,re REU,Strasbourg,-0.8120078956998688,-1.164098264396095,-0.02124197177008602,-0.5980096257532103,-0.2961605336988852,1.0649225811690792,-0.2947877643381817,0.4081977118444601,-0.5179307368843165,-0.3041753519952772,-0.3103045728543861,-0.48759044898785575,-0.9006101475900327,-0.9225178875611633,0.011906305861727116,-0.6234130138535671,-0.03139498070647233,0.5123182228777313,-0.6578750410617571,-0.7262732797114314,-0.4487541679318944,-0.530070258984497,-0.39094478772412794,0.12107478131611506,-0.4134117183500655,-0.7363055595381399,-0.5378765050369659,-0.6279108018223069,-0.8163037521801404,-1.160854907207355,-1.0684932868386259,-0.8951995864179901,-0.8229777481582592,-1.0171613593113598,-0.4936348400056402,-1.2076082385718712,-0.550980044074804,-1.2140581584938366,-0.7167939428463903,-0.33221271111663603,-0.442516993361157,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.3143392600818754,-0.3436615020626328,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,6.4,11.0,-4.6,-41.82
24,manuel akanji,ch SUI,Manchester City,-1.5230508154101716,-0.5194264207221782,-0.5723654820758671,0.9807789794132593,0.05798106888771938,0.01846796900101486,-0.4711746724861098,0.1611663162225969,-0.5179307368843165,-0.3041753519952772,0.9679113875386044,-0.3184659064349069,0.39227626788780323,1.1995989337173374,0.6603954742344827,-0.6234130138535671,-0.2824638515241058,0.8620476342071879,-0.6578750410617571,-0.7262732797114314,2.2657704785287693,3.035478639639517,3.206792141323118,3.290526915403327,-0.2616724788772082,1.866644446204379,-0.7833742421652848,-0.6279108018223069,1.0391364818608955,1.0908353203727112,0.5802791004246782,1.2312420876318553,1.0053187296437187,3.9402683080807686,-0.2894700630845422,1.3387475696302906,-0.17438682401900982,1.8418164845832152,0.11237364675302979,0.24066115607706726,0.38199981910292613,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,30.37,30.0,0.37,1.23
25,nathan ake,nl NED,Manchester City,-1.5230508154101716,-0.9536613413315522,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.4867120176184203,-0.4711746724861098,0.1611663162225969,-1.1790263730473627,-0.3041753519952772,-0.6978720796983814,-0.08868070924308344,0.39227626788780323,0.22159055323556856,2.51657276737544,-0.44411408192129587,-0.7488301980756793,-0.21419606806230107,-0.6578750410617571,-0.7262732797114314,1.028914168380514,2.9109216211470303,3.164260596976998,3.1608121015423847,-0.4678367087262952,2.0702189697683977,-0.7833742421652848,-0.6279108018223069,0.8731660194473171,-0.336241823181102,-0.07922985448064339,-0.28152121608107383,-0.8229777481582592,3.6443153082484843,-0.705560266341868,0.45281911789140195,1.0352236569896938,-0.0681051673399421,-0.1431214062756156,0.05117826509575381,-0.1818345868695694,-0.41294118952448305,-0.5119602274269239,0.39119506493701944,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,32.15,30.0,2.15,7.17
26,sergio akieme,es ESP,Almería,0.6100779437207372,1.34778373789813,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.40669498673924437,-0.47216840154609807,-0.5799278706429927,0.8042605354417761,-0.3041753519952772,0.07566964516393984,-0.18296846591002952,-0.00217045663569525,0.4368015078358434,-0.001052049664633981,0.6995918741344832,-0.23372210887049796,-0.23807380557756405,-0.6578750410617571,-0.7262732797114314,0.1483794739115601,-0.1698169311088714,-0.14025581059364428,-0.3646671841325997,-0.140103614504217,-0.29303688149558715,-0.004875714541642557,1.62197316835887,-0.3073197300725024,0.4794136388895588,1.0358796194876805,-0.13284935624701966,-0.09375763219132957,0.5142768010084791,-0.623774960967042,0.3299500356320633,-0.0555083190705216,0.4618501375121941,0.313250675533084,-0.4769754649868648,-0.1280397690830973,-0.41294118952448305,-0.0644924016875522,0.17631888182449656,-0.610837956549423,2.059011429895872,-0.3901548079187013,-0.32597444939142844,-0.27162260048869397,1.463635168148863,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,6.53,7.5,-0.97,-12.93
27,kevin akpoguma,ng NGA,Hoffenheim,0.2545564838655857,-0.06849015701244361,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.4858422672827772,-0.5566353716451059,0.1611663162225969,1.4653561716048225,-0.3041753519952772,0.8380583482465765,-0.0847245795927224,0.3982952921684258,0.44276497357048744,0.4625713821517365,-0.39832468467029986,-0.7488301980756793,-0.6966516848303944,-0.6578750410617571,-0.7262732797114314,-0.4196713836585224,0.17472529507981263,0.42839764960935606,0.08430984375767885,-0.6731135746018568,0.20893836647001765,-0.34776355524558117,0.080236131238315,0.33965551580653863,1.6382739878873458,1.9120708565641895,1.6208274721605067,-0.8229777481582592,0.7200463809554959,-0.076947663716382,1.6467676482597358,0.7393289840887118,1.6631552339298572,0.5658132171926767,-0.8213250516578318,-0.6736729209173131,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,7.8,5.0,2.8,56.0
28,david alaba,at AUT,Real Madrid,0.6100779437207372,1.0304582189912799,0.004137184386791941,1.8826451995149753,0.8869032207243571,-0.32986704042409354,0.10518818230711952,0.9022605030881865,0.8042605354417761,-0.3041753519952772,0.22623543918966443,-0.5996807890814283,1.7260920484738762,2.065967727725533,2.10480316452361,0.6504583074213357,-0.49395257440021395,0.022365846908500762,0.8979923962314798,5.04954704802473,2.422324585057976,2.4462006360828834,2.2832718286884655,1.5501895978434699,1.3169480300246248,1.8566166241445545,-0.01296562729872283,-0.0017065853015566746,1.0280638469939924,-0.1192114397998908,-0.1899365226641765,-0.3661665085413381,0.8007174021422062,2.0684131219729314,-0.013071549299546717,0.7790577156144745,1.9064208757362782,-0.1963466785451124,1.4728756400325382,0.4077311178206742,1.100544885250802,0.8236207548115024,-0.5119602274269239,0.2723273891726451,-0.610837956549423,-0.48143675468883057,0.9872210059291915,1.5358826284640228,-0.27162260048869397,-0.26818175823197155,2.7289517039178546,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,51.04,55.0,-3.96,-7.2
29,jordi alba,es ESP,Barcelona,-0.8120078956998688,-0.5828915245035482,-0.5723654820758671,0.6478063467597859,-0.09842396983264147,-0.529329784064938,3.828194105553384,1.643354689953776,0.14316489927872983,-0.3041753519952772,0.2804072592624117,-0.6451762800605841,-0.12335347881890664,1.2145075980539495,0.6028685384410786,1.7818165608476324,-0.3808223205959585,-0.13495420438699993,-0.6578750410617571,-0.7262732797114314,2.7120679849882894,1.7395063469805778,1.768187062162437,1.7043492335130705,2.21081933935596,3.5288289707421567,3.3238122345062084,3.2668973300111146,2.697055197147178,0.46098653086662544,1.013170559347468,0.15581279496362516,-0.8229777481582592,1.6195729180915501,0.5200253682166538,-0.1538999365754027,0.1753068803185135,-0.30979109230353247,0.0984442177500333,2.2989655012466295,1.9756207369878847,0.31954030685116785,0.3733178450790271,0.16717521445800604,-0.610837956549423,-0.48143675468883057,1.2403296816647231,1.2918013016014016,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,27.37,5.0,22.37,447.4
30,luis alberto,es ESP,Lazio,0.2545564838655857,-1.040508325453427,1.7094302090929772,0.5631257086281334,1.4338707109222495,-0.06372343771726911,1.0328342598062221,0.9022605030881865,-0.5179307368843165,-0.3041753519952772,-0.6285640157817779,-0.7493543608534338,-0.6915493709097246,0.026550144502475684,-0.16967392638010012,0.9396003439950416,1.248603327691175,0.3597871461166883,2.2980217380284635,1.1025809759206975,0.6076574321089143,0.6204738218035225,0.6568140102601658,0.1657305482973676,0.511221542063487,0.34387585554688593,1.0461906428974717,-0.6279108018223069,0.7380322498351142,-0.5258874765837876,-0.8830359623602283,-0.1871091591061635,0.20527507723395808,-0.2977616651273122,0.7504569585428058,-0.48861226410946373,-0.43904334963425695,-0.35473042528995957,-0.8377600368197805,0.6575053925735008,-0.07626731286754536,1.1532374281805455,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,1.5889731510521226,1.195112080332151,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,10.36,18.0,-7.64,-42.44
31,raul albiol,es ESP,Villarreal,0.2545564838655857,1.0104166072708471,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.6887840122661945,-0.8174892498920415,2.631480272441229,1.4653561716048225,-0.3041753519952772,0.28478880353300207,0.5479264869942359,0.5431531431887553,0.823812894409198,1.5362374598028117,-0.568234217728069,-0.7488301980756793,-0.8704869847540713,-0.6578750410617571,-0.7262732797114314,2.9484765161325224,0.9971902993615307,1.1196115213176423,1.2999349203702855,-0.8801651684244692,1.0474784771619814,-0.11595643970616694,-0.6279108018223069,0.956508432424007,0.19916803770745245,0.352242288183384,0.1259699033910965,-0.26032409752909935,1.9622606830086982,-0.8655490388999213,0.3168157544250307,2.571099231871621,-1.2140581584938366,3.808071099600668,-0.6532280823750307,-0.24675239329610116,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,7.77,3.0,4.77,159.0
32,ruben alcaraz,es ESP,Cádiz,-0.8120078956998688,-1.1473969212957345,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.4178567827133322,-0.35316934661249577,1.1492918987100496,2.1264518077678685,2.8844214413345246,-0.18961294430995568,0.1364890033566523,-0.5775891778632609,-0.3088071050457919,-0.03590696500167997,-0.3143345824093433,-0.7488301980756793,-0.003235026303739585,-0.6578750410617571,-0.7262732797114314,0.26477633481131957,-0.41850654496770306,-0.035673672048153665,-0.11025307181035811,-0.40631280656186153,-0.3436627792733439,-0.5341426991490827,-0.08769585574463198,-0.5904458130133124,-0.27149101304496187,-0.05794011059919415,-0.16866082613405423,-0.8229777481582592,-0.5538290398496438,0.15348392660977075,-0.6402920277261647,-0.7791920645233615,-0.3360970433199772,-0.6159888645352317,-0.18332682403758344,-0.5956097642798008,0.2982317542293312,-0.5119602274269239,-0.6709942941369419,-0.10052742718006301,-0.48143675468883057,0.10084540865399695,-0.0241154171362062,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,2.72,2.0,0.72,36.0
33,ivan alejo,es ESP,Cádiz,-0.10096497598956576,-0.6663982400053509,-0.5723654820758671,0.05329947987666138,-0.377677759531161,-0.49526456258557855,-0.08784368759561259,0.1611663162225969,2.1264518077678685,-0.3041753519952772,1.1929634341643585,0.7526561964004376,-0.7918664422534424,-0.44929934191198584,0.15751944894574194,0.8876370954293051,-0.5564367091219455,-0.2900364171149964,-0.6578750410617571,-0.7262732797114314,0.2998728473581697,-0.498030035970797,-0.8543753902774297,-0.8630549481492493,-0.24836201927432558,-0.8375573550936538,-0.2018339751274799,0.9927340364107178,-0.87654841070329,0.27517985830205177,0.32101733049059283,-0.023787152500140213,0.5777544170444047,-0.2704020278151387,0.9504429242403734,0.03845373013404591,-0.5475091388208335,0.39553721932490576,-0.6649251480062851,-0.05831886224479433,-0.2716274406184169,-0.41294118952448305,-0.08219796313767107,0.14279210148069896,0.4097831021892969,-0.48143675468883057,-0.4040213095420636,-0.3389449546836449,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,1.98,1.2,0.78,65.0
34,carles alena,es ESP,Getafe,0.2545564838655857,0.5527998063209685,0.05419698781549636,0.3397500335565727,0.17289089325369908,-0.38538610351598546,-0.44608301372140435,-0.5799278706429927,2.7875474439309147,-0.3041753519952772,1.6052269178062235,1.752238288058413,-0.7661852719894506,0.19677201201638514,-0.4337999036678014,-0.12345967926193248,-0.07169570351299269,-0.18449995027152843,0.3669546631914621,0.38970105178654163,0.5992776468098077,-0.06400899036411756,-0.03063182290669294,-0.036034610163666776,-0.2610809028948576,0.3070747221622861,0.05393172819251772,-0.02295099329337512,0.17487565929262863,-0.38640450613241945,-0.5026592050116782,-0.7134292468398583,1.1377849737312373,-1.1080186164178778,2.091258388264405,-0.17889743951781936,-0.7791920645233615,0.2607192203656237,-0.3067921970608236,-0.2713474113673377,-0.18102564224120102,-0.41294118952448305,-0.5119602274269239,0.24032455338992922,2.2465187528408133,-0.48143675468883057,-0.04061091634796688,0.4039112575069407,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,9.36,10.0,-0.64,-6.4
35,trent alexander arnold,eng ENG,Liverpool,0.6100779437207372,0.4425709418585889,0.12649265741834576,-0.5980096257532103,-0.19229973090655764,0.2780884441905151,2.496597165169027,-0.5799278706429927,0.14316489927872983,-0.3041753519952772,0.3409522346378356,-0.7879266249444573,2.473253595841887,4.077585036862084,2.6839090119678186,8.041458684483102,0.1780864264742918,0.9483610677558004,0.40899895875056824,1.327548711141568,2.968029348497105,2.4420159729795374,1.9888003794369766,1.4079592585418543,4.2493901745351685,4.149580363494039,6.480433962220778,7.4692435584880075,4.920511714775281,1.3324351811178334,2.402681176676686,-0.31407709779656007,0.9266259113739063,1.7234915405141022,2.860159653394153,0.9417533279854612,0.3783548376757852,0.9792005075022829,0.9241294500987045,3.023458907939887,2.7493762740218766,5.8051608224353615,0.561640635048475,1.3619477503460773,-0.610837956549423,-0.48143675468883057,0.3404477516394998,0.9191940586613622,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,67.96,70.0,-2.04,-2.91
36,angel algobia,es ESP,Getafe,-1.5230508154101716,-1.6517774829266227,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.6020988954804204,-0.5203642609555318,-0.8269592662648558,0.14316489927872983,-0.3041753519952772,0.17604684118109007,-0.8106743704340351,-0.8861644893165372,-0.6947661153130325,-0.48566393606189046,-0.4695812185946026,-0.7488301980756793,-0.6127327385490106,-0.6578750410617571,-0.7262732797114314,0.6680576100687561,-0.1374788673048971,0.21111759719838713,0.3284416842494809,-0.6148433403403499,-0.6826615793928628,-0.5042722520460173,0.2795289109710908,-0.8218995999085752,-0.08030976730703177,0.34609191772874326,-0.2267188151933382,-0.8229777481582592,0.6666378581861885,-0.5861656599552606,-0.43226196086638735,-0.0008415613204867031,-0.5586015456674097,-0.8000039529432375,-0.42940085103890213,-0.6647745300052649,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.06753353962969016,-0.30121257565174214,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,2.72,1.5,1.22,81.33
37,jim allevinah,ga GAB,Clermont Foot,0.2545564838655857,-1.040508325453427,-0.18248110606951706,-0.5980096257532103,-0.4095153105841283,-0.1747615639010531,-0.27913653164336566,0.1611663162225969,-0.5179307368843165,-0.3041753519952772,-0.6253774381304397,0.35605419895170876,-0.9270938544247742,-0.8135092418528743,-0.9990699006444944,-0.3446893513734869,-0.24185431091830156,-0.07439829275035313,-0.2977565095337586,-0.11967218196324396,-0.7914052319075537,-0.7274940268174588,-0.7049352868288681,-0.6388735065755167,-0.7053544656399492,-0.7045670159313154,-0.6607809488464539,-0.6279108018223069,-0.894764680968195,-0.7743975028375094,-0.7888879838622662,-0.7172274330399985,-0.04785348820060553,-1.0480840263139843,0.2895937778905025,-0.5678416378422099,-0.7791920645233615,-0.24238209282389137,-0.8373934728986491,-0.517663087201408,-0.589340443409949,-0.41294118952448305,-0.5119602274269239,-0.37077721560384225,-0.610837956549423,-0.48143675468883057,-0.43904773247380396,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,0.6334157842204082,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,3.28,2.0,1.28,64.0
38,miguel almiron,py PAR,Newcastle Utd,0.9655994035758887,1.3310823947977697,2.8052742315915653,0.022807480549420056,2.024215841372256,1.746082052366992,0.19412693317607493,0.4081977118444601,-1.1790263730473627,-0.3041753519952772,0.57158079215343,1.1736543266930606,-0.5976525921320046,1.7007054514785314,1.4639257545938975,0.3586152108974309,1.5042015262316357,2.0712189473863893,1.9008859462799477,2.45583981619788,1.0217174115942222,1.4582106126065262,1.2212112649852027,1.5721033988938662,0.9265078816734129,0.22422349329907199,1.9090109534891426,0.40193716654299816,1.3279774731201075,1.8983009566554025,0.8579919817226871,1.4477387010398397,3.8500641100974433,1.3868221573538844,0.3976458966703819,1.4844957223793,0.10415332261211942,1.8544214194452626,-0.34986345779377326,1.0995264168322374,2.0605599229665255,-0.0740020243833863,2.765178237340561,1.6560690506348505,1.3348403913831923,-0.48143675468883057,1.8717957588377163,1.1467674696975259,2.496044639681105,9.244352222284341,2.182721961816625,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,24.99,20.0,4.99,24.95
39,mickael alphonse,gp GLP,Ajaccio,-0.10096497598956576,-0.6830995831057115,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.6192039854147371,-0.6584926002939093,1.643354689953776,-0.5179307368843165,-0.3041753519952772,-0.6795492582031876,-0.691331125981467,0.08530602957602629,-0.6560912860633503,-0.5498128976321522,-0.2118229262041641,-0.7488301980756793,-0.7002322265384002,-0.6578750410617571,-0.7262732797114314,-0.7841098894118606,-0.9847689014559328,-1.124202036841992,-1.1757104535816516,-0.5962086968963151,-0.572842324213421,-0.43488569262952187,-0.1423243334378804,-0.6164010216260531,-0.6139281038044679,-0.3872214826322679,-0.6906401296390181,-0.40328271738592575,-0.6165512853072073,-0.5485563589434798,-0.7089292391951751,-0.5015196442057253,-0.6002526347767818,-0.4990549736942881,-0.7732973461484601,-0.736366129615833,-0.41294118952448305,-0.5119602274269239,-0.42716316436386614,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,-0.43,0.3,-0.73,-243.33
